Platform,Year_of_Release,GDP,Region,Sales,Critic_Score
PS4,2014.0,4850413536037.84,JP,0.0,74.0
PC,2008.0,5037908465114.48,JP,0.0,75.0
PS2,2005.0,4755410630912.14,JP,0.0,70.0
PC,2002.0,4115116279069.77,JP,0.0,89.0
PS2,2004.0,4815148854362.11,JP,0.0,54.0
Wii,2009.0,5231382674593.7,JP,0.0,45.0
PS3,2011.0,6157459594823.72,JP,0.0,70.0
GBA,2006.0,4530377224970.4,JP,0.0,69.0
X360,2009.0,5231382674593.7,JP,0.0,62.0
DS,2006.0,4530377224970.4,JP,0.0,60.0
PS2,2001.0,4303544259842.72,JP,0.0,63.0
XB,2007.0,4515264514430.57,JP,0.0,82.0
PS2,2000.0,4887519660744.86,JP,0.0,48.0
DS,2008.0,5037908465114.48,JP,0.0,38.0
PC,2004.0,4815148854362.11,JP,0.0,88.0
PSP,2010.0,5700098114744.41,JP,0.0,62.0
PC,2011.0,6157459594823.72,JP,0.0,72.0
DS,2008.0,5037908465114.48,JP,0.0,52.0
X360,2007.0,4515264514430.57,JP,0.0,43.0
X360,2008.0,5037908465114.48,JP,0.0,73.0
PS3,2012.0,6203213121334.12,JP,0.0,76.0
PC,2006.0,4530377224970.4,JP,0.0,79.0
PS4,2016.0,4926667087367.51,JP,0.03,85.0
XB,2003.0,4445658071221.86,JP,0.0,72.0
DS,2008.0,5037908465114.48,JP,0.02,76.0
DS,2005.0,4755410630912.14,JP,0.0,34.0
XB,2002.0,4115116279069.77,JP,0.0,64.0
PS2,2001.0,4303544259842.72,JP,0.0,65.0
3DS,2011.0,6157459594823.72,JP,0.0,75.0
3DS,2011.0,6157459594823.72,JP,0.0,51.0
GBA,2003.0,4445658071221.86,JP,0.0,64.0
GC,2002.0,4115116279069.77,JP,0.0,70.0
3DS,2011.0,6157459594823.72,JP,0.0,61.0
PS2,2006.0,4530377224970.4,JP,0.0,82.0
Wii,2009.0,5231382674593.7,JP,0.0,31.0
PS3,2010.0,5700098114744.41,JP,0.0,48.0
WiiU,2014.0,4850413536037.84,JP,0.0,47.0
PS3,2007.0,4515264514430.57,JP,0.0,56.0
PS2,2000.0,4887519660744.86,JP,0.0,73.0
GBA,2003.0,4445658071221.86,JP,0.0,80.0
PSP,2005.0,4755410630912.14,JP,0.0,77.0
Wii,2008.0,5037908465114.48,JP,0.0,60.0
DS,2009.0,5231382674593.7,JP,0.0,60.0
XB,2003.0,4445658071221.86,JP,0.0,64.0
PC,2010.0,5700098114744.41,JP,0.0,82.0
PS2,2003.0,4445658071221.86,JP,0.0,49.0
XB,2006.0,4530377224970.4,JP,0.0,63.0
PSP,2005.0,4755410630912.14,JP,0.0,45.0
GBA,2004.0,4815148854362.11,JP,0.0,77.0
GBA,2003.0,4445658071221.86,JP,0.0,74.0
PS4,2014.0,4850413536037.84,JP,0.0,66.0
GC,2005.0,4755410630912.14,JP,0.0,64.0
GBA,2004.0,4815148854362.11,JP,0.0,79.0
GC,2006.0,4530377224970.4,JP,0.0,57.0
GBA,2001.0,4303544259842.72,JP,0.0,78.0
XB,2006.0,4530377224970.4,JP,0.0,69.0
PS4,2015.0,4389475622588.97,JP,0.08,70.0
X360,2006.0,4530377224970.4,JP,0.0,78.0
PS2,2002.0,4115116279069.77,JP,0.0,61.0
X360,2011.0,6157459594823.72,JP,0.0,61.0
DS,2008.0,5037908465114.48,JP,0.0,48.0
PS4,2015.0,4389475622588.97,JP,0.0,90.0
PS,2000.0,4887519660744.86,JP,0.0,69.0
PSV,2013.0,5155717056270.83,JP,0.0,69.0
DS,2007.0,4515264514430.57,JP,0.0,47.0
PS2,2005.0,4755410630912.14,JP,0.0,82.0
PC,2012.0,6203213121334.12,JP,0.0,80.0
PC,2016.0,4926667087367.51,JP,0.0,69.0
Wii,2008.0,5037908465114.48,JP,0.0,46.0
DS,2009.0,5231382674593.7,JP,0.0,71.0
PS2,2002.0,4115116279069.77,JP,0.0,76.0
GBA,2004.0,4815148854362.11,JP,0.0,75.0
PS3,2009.0,5231382674593.7,JP,0.0,35.0
PS4,2016.0,4926667087367.51,JP,0.0,77.0
PS3,2011.0,6157459594823.72,JP,0.0,51.0
GC,2005.0,4755410630912.14,JP,0.0,78.0
DS,2008.0,5037908465114.48,JP,0.0,60.0
GBA,2001.0,4303544259842.72,JP,0.0,61.0
DS,2008.0,5037908465114.48,JP,0.0,54.0
PS2,2006.0,4530377224970.4,JP,0.0,44.0
PS2,2005.0,4755410630912.14,JP,0.0,78.0
PS2,2004.0,4815148854362.11,JP,0.0,52.0
3DS,2014.0,4850413536037.84,JP,0.0,65.0
PS3,2014.0,4850413536037.84,JP,0.0,36.0
X360,2009.0,5231382674593.7,JP,0.0,62.0
Wii,2007.0,4515264514430.57,JP,0.0,20.0
GC,2004.0,4815148854362.11,JP,0.0,78.0
PC,2005.0,4755410630912.14,JP,0.0,91.0
GC,2002.0,4115116279069.77,JP,0.0,72.0
PC,2016.0,4926667087367.51,JP,0.0,85.0
X360,2014.0,4850413536037.84,JP,0.0,85.0
X360,2011.0,6157459594823.72,JP,0.0,49.0
PS2,2006.0,4530377224970.4,JP,0.05,66.0
PS2,2004.0,4815148854362.11,JP,0.08,70.0
GC,2002.0,4115116279069.77,JP,0.0,86.0
PS3,2010.0,5700098114744.41,JP,0.0,61.0
GC,2002.0,4115116279069.77,JP,0.0,69.0
PC,2011.0,6157459594823.72,JP,0.0,74.0
XB,2003.0,4445658071221.86,JP,0.0,54.0
GC,2002.0,4115116279069.77,JP,0.0,79.0
Wii,2008.0,5037908465114.48,JP,0.0,56.0
WiiU,2012.0,6203213121334.12,JP,0.02,64.0
PSP,2009.0,5231382674593.7,JP,0.0,69.0
PS3,2013.0,5155717056270.83,JP,0.0,51.0
PS2,2003.0,4445658071221.86,JP,0.0,79.0
PS2,2001.0,4303544259842.72,JP,0.0,43.0
GC,2003.0,4445658071221.86,JP,0.0,63.0
PS3,2010.0,5700098114744.41,JP,0.0,62.0
DS,2008.0,5037908465114.48,JP,0.0,73.0
PC,2013.0,5155717056270.83,JP,0.0,52.0
X360,2009.0,5231382674593.7,JP,0.0,46.0
PS2,2004.0,4815148854362.11,JP,0.0,58.0
X360,2007.0,4515264514430.57,JP,0.0,40.0
DS,2008.0,5037908465114.48,JP,0.0,59.0
GC,2003.0,4445658071221.86,JP,0.0,62.0
XB,2003.0,4445658071221.86,JP,0.0,83.0
GC,2005.0,4755410630912.14,JP,0.0,82.0
3DS,2011.0,6157459594823.72,JP,0.0,51.0
PC,2011.0,6157459594823.72,JP,0.0,80.0
PS2,2000.0,4887519660744.86,JP,0.0,64.0
PS,1999.0,4562078822335.45,JP,0.0,80.0
XB,2005.0,4755410630912.14,JP,0.0,68.0
GBA,2002.0,4115116279069.77,JP,0.0,80.0
Wii,2006.0,4530377224970.4,JP,0.0,66.0
XB,2003.0,4445658071221.86,JP,0.0,70.0
X360,2011.0,6157459594823.72,JP,0.0,49.0
PS2,2001.0,4303544259842.72,JP,0.0,39.0
X360,2007.0,4515264514430.57,JP,0.0,65.0
GC,2003.0,4445658071221.86,JP,0.0,66.0
PSP,2009.0,5231382674593.7,JP,0.08,43.0
X360,2013.0,5155717056270.83,JP,0.0,49.0
GC,2003.0,4445658071221.86,JP,0.0,29.0
3DS,2014.0,4850413536037.84,JP,0.0,60.0
PSP,2007.0,4515264514430.57,JP,0.0,83.0
PC,2011.0,6157459594823.72,JP,0.0,57.0
XB,2003.0,4445658071221.86,JP,0.0,63.0
XB,2002.0,4115116279069.77,JP,0.0,71.0
X360,2006.0,4530377224970.4,JP,0.03,69.0
GC,2006.0,4530377224970.4,JP,0.0,78.0
GBA,2001.0,4303544259842.72,JP,0.0,76.0
XB,2003.0,4445658071221.86,JP,0.0,68.0
PC,2012.0,6203213121334.12,JP,0.0,58.0
PSP,2006.0,4530377224970.4,JP,0.0,61.0
PSP,2007.0,4515264514430.57,JP,0.0,51.0
PSV,2014.0,4850413536037.84,JP,0.02,72.0
XB,2004.0,4815148854362.11,JP,0.0,72.0
PS4,2016.0,4926667087367.51,JP,0.0,60.0
PC,2015.0,4389475622588.97,JP,0.0,74.0
GC,2002.0,4115116279069.77,JP,0.0,61.0
PC,2008.0,5037908465114.48,JP,0.0,80.0
XB,2005.0,4755410630912.14,JP,0.0,66.0
GC,2002.0,4115116279069.77,JP,0.0,63.0
Wii,2006.0,4530377224970.4,JP,0.0,38.0
DS,2008.0,5037908465114.48,JP,0.0,51.0
Wii,2008.0,5037908465114.48,JP,0.0,64.0
PS3,2009.0,5231382674593.7,JP,0.0,49.0
PS2,2002.0,4115116279069.77,JP,0.0,71.0
PC,2013.0,5155717056270.83,JP,0.0,33.0
PS4,2016.0,4926667087367.51,JP,0.0,69.0
X360,2007.0,4515264514430.57,JP,0.0,74.0
PSP,2006.0,4530377224970.4,JP,0.0,56.0
DS,2005.0,4755410630912.14,JP,0.0,33.0
PS2,2005.0,4755410630912.14,JP,0.0,67.0
DS,2006.0,4530377224970.4,JP,0.0,64.0
PS2,2000.0,4887519660744.86,JP,0.0,67.0
GC,2003.0,4445658071221.86,JP,0.0,71.0
XOne,2016.0,4926667087367.51,JP,0.0,74.0
PSP,2006.0,4530377224970.4,JP,0.0,72.0
X360,2006.0,4530377224970.4,JP,0.0,52.0
DS,2008.0,5037908465114.48,JP,0.0,75.0
GC,2002.0,4115116279069.77,JP,0.0,67.0
PC,2005.0,4755410630912.14,JP,0.0,90.0
PSP,2007.0,4515264514430.57,JP,0.0,51.0
PS2,2002.0,4115116279069.77,JP,0.0,57.0
XB,2004.0,4815148854362.11,JP,0.0,49.0
Wii,2009.0,5231382674593.7,JP,0.0,28.0
GC,2003.0,4445658071221.86,JP,0.0,55.0
PC,2015.0,4389475622588.97,JP,0.0,91.0
GC,2002.0,4115116279069.77,JP,0.0,82.0
DS,2009.0,5231382674593.7,JP,0.0,55.0
PS2,2005.0,4755410630912.14,JP,0.0,60.0
Wii,2009.0,5231382674593.7,JP,0.0,65.0
DS,2008.0,5037908465114.48,JP,0.0,78.0
GC,2003.0,4445658071221.86,JP,0.0,62.0
GC,2003.0,4445658071221.86,JP,0.0,80.0
DS,2008.0,5037908465114.48,JP,0.0,83.0
PS4,2016.0,4926667087367.51,JP,0.0,75.0
3DS,2014.0,4850413536037.84,JP,0.08,63.0
PS3,2011.0,6157459594823.72,JP,0.0,53.0
DS,2010.0,5700098114744.41,JP,0.0,69.0
Wii,2008.0,5037908465114.48,JP,0.0,54.0
GC,2007.0,4515264514430.57,JP,0.0,75.0
DS,2005.0,4755410630912.14,JP,0.0,67.0
PS2,2005.0,4755410630912.14,JP,0.0,71.0
PC,2011.0,6157459594823.72,JP,0.0,72.0
Wii,2008.0,5037908465114.48,JP,0.0,66.0
X360,2009.0,5231382674593.7,JP,0.0,35.0
GC,2004.0,4815148854362.11,JP,0.0,73.0
GBA,2002.0,4115116279069.77,JP,0.0,74.0
PS,2000.0,4887519660744.86,JP,0.0,37.0
DS,2007.0,4515264514430.57,JP,0.0,73.0
PC,2008.0,5037908465114.48,JP,0.0,65.0
PC,2012.0,6203213121334.12,JP,0.0,82.0
PSP,2005.0,4755410630912.14,JP,0.0,69.0
GC,2003.0,4445658071221.86,JP,0.0,67.0
3DS,2016.0,4926667087367.51,JP,0.02,81.0
PS2,2004.0,4815148854362.11,JP,0.0,75.0
XB,2004.0,4815148854362.11,JP,0.0,57.0
GC,2003.0,4445658071221.86,JP,0.0,62.0
PS2,2002.0,4115116279069.77,JP,0.0,71.0
DS,2008.0,5037908465114.48,JP,0.0,75.0
XB,2006.0,4530377224970.4,JP,0.0,78.0
PC,2012.0,6203213121334.12,JP,0.0,86.0
GBA,2002.0,4115116279069.77,JP,0.0,46.0
Wii,2007.0,4515264514430.57,JP,0.0,54.0
GC,2002.0,4115116279069.77,JP,0.0,55.0
XB,2002.0,4115116279069.77,JP,0.0,70.0
PS3,2011.0,6157459594823.72,JP,0.0,67.0
XB,2004.0,4815148854362.11,JP,0.0,79.0
PS4,2015.0,4389475622588.97,JP,0.02,64.0
PS2,2005.0,4755410630912.14,JP,0.0,72.0
DS,2008.0,5037908465114.48,JP,0.0,70.0
PSP,2006.0,4530377224970.4,JP,0.0,72.0
Wii,2008.0,5037908465114.48,JP,0.0,50.0
PS3,2014.0,4850413536037.84,JP,0.0,71.0
PS2,2002.0,4115116279069.77,JP,0.0,74.0
Wii,2008.0,5037908465114.48,JP,0.0,50.0
PS2,2003.0,4445658071221.86,JP,0.0,59.0
PS3,2008.0,5037908465114.48,JP,0.0,36.0
XB,2003.0,4445658071221.86,JP,0.0,75.0
DS,2006.0,4530377224970.4,JP,0.0,33.0
GBA,2002.0,4115116279069.77,JP,0.0,78.0
X360,2010.0,5700098114744.41,JP,0.0,60.0
PC,2004.0,4815148854362.11,JP,0.0,82.0
GC,2003.0,4445658071221.86,JP,0.0,82.0
PSP,2005.0,4755410630912.14,JP,0.0,51.0
PS3,2010.0,5700098114744.41,JP,0.0,47.0
PS3,2014.0,4850413536037.84,JP,0.0,40.0
PC,2009.0,5231382674593.7,JP,0.0,83.0
PSP,2005.0,4755410630912.14,JP,0.0,61.0
Wii,2009.0,5231382674593.7,JP,0.0,70.0
X360,2012.0,6203213121334.12,JP,0.0,49.0
GBA,2002.0,4115116279069.77,JP,0.0,75.0
PC,2009.0,5231382674593.7,JP,0.0,79.0
PS4,2015.0,4389475622588.97,JP,0.0,62.0
PS2,2002.0,4115116279069.77,JP,0.0,27.0
DS,2011.0,6157459594823.72,JP,0.0,78.0
XB,2005.0,4755410630912.14,JP,0.0,70.0
XB,2005.0,4755410630912.14,JP,0.0,50.0
XB,2003.0,4445658071221.86,JP,0.0,75.0
PC,2004.0,4815148854362.11,JP,0.0,82.0
PS2,2004.0,4815148854362.11,JP,0.0,73.0
PSP,2008.0,5037908465114.48,JP,0.0,61.0
PS2,2002.0,4115116279069.77,JP,0.0,64.0
PS2,2004.0,4815148854362.11,JP,0.0,64.0
PC,2009.0,5231382674593.7,JP,0.0,72.0
XB,2002.0,4115116279069.77,JP,0.0,67.0
PC,2010.0,5700098114744.41,JP,0.0,61.0
X360,2008.0,5037908465114.48,JP,0.0,41.0
DS,2009.0,5231382674593.7,JP,0.0,58.0
PS4,2015.0,4389475622588.97,JP,0.05,71.0
DS,2009.0,5231382674593.7,JP,0.0,68.0
XB,2002.0,4115116279069.77,JP,0.0,56.0
DS,2008.0,5037908465114.48,JP,0.0,66.0
PS2,2007.0,4515264514430.57,JP,0.0,33.0
PC,2009.0,5231382674593.7,JP,0.0,77.0
X360,2006.0,4530377224970.4,JP,0.0,38.0
PS2,2007.0,4515264514430.57,JP,0.07,69.0
PSP,2008.0,5037908465114.48,JP,0.0,73.0
PC,2016.0,4926667087367.51,JP,0.0,89.0
XB,2005.0,4755410630912.14,JP,0.0,75.0
GC,2005.0,4755410630912.14,JP,0.0,44.0
XB,2005.0,4755410630912.14,JP,0.0,44.0
PS2,2006.0,4530377224970.4,JP,0.0,63.0
XB,2002.0,4115116279069.77,JP,0.0,67.0
PS2,2004.0,4815148854362.11,JP,0.0,65.0
GC,2005.0,4755410630912.14,JP,0.0,54.0
DS,2009.0,5231382674593.7,JP,0.02,70.0
GBA,2003.0,4445658071221.86,JP,0.0,66.0
Wii,2009.0,5231382674593.7,JP,0.0,37.0
XB,2002.0,4115116279069.77,JP,0.0,47.0
PS2,2007.0,4515264514430.57,JP,0.0,37.0
GC,2002.0,4115116279069.77,JP,0.0,70.0
GC,2005.0,4755410630912.14,JP,0.0,80.0
X360,2007.0,4515264514430.57,JP,0.0,46.0
PS2,2002.0,4115116279069.77,JP,0.0,50.0
PSP,2007.0,4515264514430.57,JP,0.01,69.0
PS2,2005.0,4755410630912.14,JP,0.0,67.0
PS4,2015.0,4389475622588.97,JP,0.03,78.0
DS,2008.0,5037908465114.48,JP,0.0,78.0
GBA,2002.0,4115116279069.77,JP,0.0,42.0
DS,2008.0,5037908465114.48,JP,0.0,23.0
X360,2014.0,4850413536037.84,JP,0.0,32.0
DS,2005.0,4755410630912.14,JP,0.0,50.0
PS2,2003.0,4445658071221.86,JP,0.0,74.0
XB,2004.0,4815148854362.11,JP,0.0,75.0
X360,2009.0,5231382674593.7,JP,0.0,70.0
PC,2011.0,6157459594823.72,JP,0.0,67.0
PS,1998.0,4032509760872.94,JP,0.0,62.0
X360,2009.0,5231382674593.7,JP,0.0,47.0
PSV,2014.0,4850413536037.84,JP,0.02,83.0
PS2,2008.0,5037908465114.48,JP,0.0,70.0
PS2,2001.0,4303544259842.72,JP,0.0,44.0
XB,2002.0,4115116279069.77,JP,0.0,62.0
Wii,2008.0,5037908465114.48,JP,0.04,69.0
XB,2003.0,4445658071221.86,JP,0.0,59.0
X360,2009.0,5231382674593.7,JP,0.0,36.0
XB,2004.0,4815148854362.11,JP,0.0,71.0
GC,2003.0,4445658071221.86,JP,0.0,83.0
PS3,2007.0,4515264514430.57,JP,0.03,67.0
Wii,2008.0,5037908465114.48,JP,0.0,73.0
PSP,2006.0,4530377224970.4,JP,0.0,32.0
GC,2003.0,4445658071221.86,JP,0.0,77.0
XB,2004.0,4815148854362.11,JP,0.0,47.0
PSP,2005.0,4755410630912.14,JP,0.0,61.0
Wii,2006.0,4530377224970.4,JP,0.0,49.0
Wii,2007.0,4515264514430.57,JP,0.0,36.0
PS2,2004.0,4815148854362.11,JP,0.0,75.0
PSV,2014.0,4850413536037.84,JP,0.02,63.0
PS3,2013.0,5155717056270.83,JP,0.06,55.0
PSV,2014.0,4850413536037.84,JP,0.04,72.0
DS,2008.0,5037908465114.48,JP,0.07,49.0
PS,1997.0,4414732843544.43,JP,0.0,79.0
XOne,2014.0,4850413536037.84,JP,0.0,58.0
GC,2004.0,4815148854362.11,JP,0.0,47.0
PS2,2005.0,4755410630912.14,JP,0.0,56.0
PC,2009.0,5231382674593.7,JP,0.0,87.0
Wii,2008.0,5037908465114.48,JP,0.0,33.0
PS3,2013.0,5155717056270.83,JP,0.04,57.0
PS2,2006.0,4530377224970.4,JP,0.0,67.0
PS2,2000.0,4887519660744.86,JP,0.0,72.0
DS,2005.0,4755410630912.14,JP,0.0,35.0
GC,2005.0,4755410630912.14,JP,0.0,73.0
XB,2004.0,4815148854362.11,JP,0.0,73.0
GBA,2004.0,4815148854362.11,JP,0.0,75.0
X360,2006.0,4530377224970.4,JP,0.0,59.0
PC,2005.0,4755410630912.14,JP,0.0,83.0
DC,2001.0,4303544259842.72,JP,0.07,82.0
PC,2007.0,4515264514430.57,JP,0.0,78.0
DS,2007.0,4515264514430.57,JP,0.03,56.0
PC,2012.0,6203213121334.12,JP,0.0,73.0
PS2,2002.0,4115116279069.77,JP,0.0,79.0
DS,2006.0,4530377224970.4,JP,0.0,58.0
PSP,2006.0,4530377224970.4,JP,0.0,55.0
PS4,2016.0,4926667087367.51,JP,0.0,72.0
DS,2007.0,4515264514430.57,JP,0.0,65.0
PS2,2002.0,4115116279069.77,JP,0.0,58.0
PS2,2003.0,4445658071221.86,JP,0.0,61.0
PS,1999.0,4562078822335.45,JP,0.0,57.0
DS,2008.0,5037908465114.48,JP,0.0,56.0
GC,2004.0,4815148854362.11,JP,0.0,75.0
GC,2005.0,4755410630912.14,JP,0.0,65.0
PC,2003.0,4445658071221.86,JP,0.0,88.0
Wii,2007.0,4515264514430.57,JP,0.0,19.0
PC,2013.0,5155717056270.83,JP,0.0,80.0
PS4,2015.0,4389475622588.97,JP,0.0,63.0
PSP,2007.0,4515264514430.57,JP,0.0,57.0
DS,2010.0,5700098114744.41,JP,0.0,70.0
PS3,2012.0,6203213121334.12,JP,0.0,56.0
X360,2011.0,6157459594823.72,JP,0.04,79.0
DS,2005.0,4755410630912.14,JP,0.0,40.0
PSV,2016.0,4926667087367.51,JP,0.01,70.0
PSP,2007.0,4515264514430.57,JP,0.05,56.0
DS,2007.0,4515264514430.57,JP,0.0,82.0
PS2,2004.0,4815148854362.11,JP,0.0,65.0
GC,2002.0,4115116279069.77,JP,0.0,84.0
DS,2006.0,4530377224970.4,JP,0.0,57.0
GC,2003.0,4445658071221.86,JP,0.0,61.0
PS2,2006.0,4530377224970.4,JP,0.07,73.0
GBA,2002.0,4115116279069.77,JP,0.0,24.0
PS2,2007.0,4515264514430.57,JP,0.0,70.0
XB,2003.0,4445658071221.86,JP,0.0,69.0
PS2,2002.0,4115116279069.77,JP,0.0,73.0
PS2,2004.0,4815148854362.11,JP,0.0,61.0
XB,2006.0,4530377224970.4,JP,0.0,69.0
PS3,2011.0,6157459594823.72,JP,0.0,49.0
GBA,2003.0,4445658071221.86,JP,0.0,63.0
X360,2014.0,4850413536037.84,JP,0.0,53.0
XB,2003.0,4445658071221.86,JP,0.0,56.0
PC,2009.0,5231382674593.7,JP,0.0,86.0
GBA,2006.0,4530377224970.4,JP,0.0,55.0
PSP,2008.0,5037908465114.48,JP,0.0,74.0
PS2,2005.0,4755410630912.14,JP,0.0,73.0
PS2,2004.0,4815148854362.11,JP,0.0,57.0
PS4,2014.0,4850413536037.84,JP,0.01,83.0
GC,2003.0,4445658071221.86,JP,0.0,69.0
PC,2010.0,5700098114744.41,JP,0.0,57.0
PS3,2013.0,5155717056270.83,JP,0.06,74.0
X360,2011.0,6157459594823.72,JP,0.0,47.0
XB,2005.0,4755410630912.14,JP,0.0,80.0
PSP,2006.0,4530377224970.4,JP,0.0,72.0
PS3,2009.0,5231382674593.7,JP,0.0,89.0
PS2,2004.0,4815148854362.11,JP,0.0,64.0
3DS,2014.0,4850413536037.84,JP,0.0,51.0
DS,2008.0,5037908465114.48,JP,0.0,54.0
GBA,2005.0,4755410630912.14,JP,0.0,83.0
GBA,2002.0,4115116279069.77,JP,0.0,55.0
PC,2011.0,6157459594823.72,JP,0.0,61.0
XB,2004.0,4815148854362.11,JP,0.0,67.0
DS,2008.0,5037908465114.48,JP,0.0,75.0
DS,2009.0,5231382674593.7,JP,0.0,66.0
PS2,2006.0,4530377224970.4,JP,0.0,71.0
PSV,2014.0,4850413536037.84,JP,0.03,60.0
DS,2008.0,5037908465114.48,JP,0.0,64.0
XB,2003.0,4445658071221.86,JP,0.0,81.0
PS4,2015.0,4389475622588.97,JP,0.0,72.0
PC,2012.0,6203213121334.12,JP,0.0,83.0
GBA,2001.0,4303544259842.72,JP,0.0,66.0
DS,2007.0,4515264514430.57,JP,0.05,58.0
X360,2014.0,4850413536037.84,JP,0.0,44.0
PSP,2008.0,5037908465114.48,JP,0.01,54.0
XB,2004.0,4815148854362.11,JP,0.0,62.0
XB,2005.0,4755410630912.14,JP,0.0,51.0
PS2,2004.0,4815148854362.11,JP,0.0,69.0
GBA,2002.0,4115116279069.77,JP,0.0,66.0
XB,2001.0,4303544259842.72,JP,0.0,32.0
XB,2005.0,4755410630912.14,JP,0.0,63.0
PC,2007.0,4515264514430.57,JP,0.0,81.0
DS,2009.0,5231382674593.7,JP,0.0,61.0
DS,2009.0,5231382674593.7,JP,0.0,41.0
XB,2002.0,4115116279069.77,JP,0.0,74.0
DS,2010.0,5700098114744.41,JP,0.0,53.0
DS,2006.0,4530377224970.4,JP,0.0,66.0
PS2,2005.0,4755410630912.14,JP,0.0,51.0
XB,2003.0,4445658071221.86,JP,0.0,49.0
PC,2013.0,5155717056270.83,JP,0.0,80.0
PSV,2013.0,5155717056270.83,JP,0.04,55.0
PSP,2006.0,4530377224970.4,JP,0.0,63.0
PSV,2014.0,4850413536037.84,JP,0.06,70.0
GC,2002.0,4115116279069.77,JP,0.0,60.0
GBA,2003.0,4445658071221.86,JP,0.0,63.0
WiiU,2014.0,4850413536037.84,JP,0.02,66.0
XB,2002.0,4115116279069.77,JP,0.0,85.0
DS,2008.0,5037908465114.48,JP,0.0,55.0
PS2,2003.0,4445658071221.86,JP,0.0,68.0
3DS,2015.0,4389475622588.97,JP,0.06,70.0
Wii,2010.0,5700098114744.41,JP,0.0,45.0
DS,2005.0,4755410630912.14,JP,0.0,69.0
Wii,2006.0,4530377224970.4,JP,0.01,37.0
DS,2008.0,5037908465114.48,JP,0.0,60.0
DS,2010.0,5700098114744.41,JP,0.0,70.0
PSP,2006.0,4530377224970.4,JP,0.02,76.0
X360,2012.0,6203213121334.12,JP,0.02,55.0
PS2,2004.0,4815148854362.11,JP,0.0,70.0
GBA,2005.0,4755410630912.14,JP,0.0,61.0
PS2,2004.0,4815148854362.11,JP,0.0,45.0
XB,2001.0,4303544259842.72,JP,0.0,83.0
PSP,2008.0,5037908465114.48,JP,0.0,78.0
DS,2011.0,6157459594823.72,JP,0.0,79.0
Wii,2007.0,4515264514430.57,JP,0.0,37.0
GC,2002.0,4115116279069.77,JP,0.0,67.0
PC,2016.0,4926667087367.51,JP,0.0,74.0
GBA,2002.0,4115116279069.77,JP,0.0,79.0
PS2,2004.0,4815148854362.11,JP,0.0,59.0
PS2,2003.0,4445658071221.86,JP,0.0,57.0
GBA,2004.0,4815148854362.11,JP,0.0,68.0
PSP,2005.0,4755410630912.14,JP,0.0,72.0
PS3,2008.0,5037908465114.48,JP,0.0,55.0
XB,2005.0,4755410630912.14,JP,0.0,32.0
PS4,2016.0,4926667087367.51,JP,0.0,73.0
Wii,2008.0,5037908465114.48,JP,0.0,65.0
Wii,2009.0,5231382674593.7,JP,0.0,57.0
DS,2007.0,4515264514430.57,JP,0.0,57.0
XOne,2016.0,4926667087367.51,JP,0.0,60.0
XOne,2016.0,4926667087367.51,JP,0.0,76.0
PC,2014.0,4850413536037.84,JP,0.0,82.0
PSV,2016.0,4926667087367.51,JP,0.02,83.0
DS,2006.0,4530377224970.4,JP,0.0,72.0
PS2,2002.0,4115116279069.77,JP,0.0,67.0
GBA,2004.0,4815148854362.11,JP,0.0,68.0
GBA,2001.0,4303544259842.72,JP,0.0,65.0
PSP,2011.0,6157459594823.72,JP,0.06,61.0
Wii,2007.0,4515264514430.57,JP,0.0,66.0
Wii,2007.0,4515264514430.57,JP,0.0,35.0
PSP,2007.0,4515264514430.57,JP,0.0,55.0
Wii,2008.0,5037908465114.48,JP,0.0,40.0
PS3,2012.0,6203213121334.12,JP,0.02,83.0
PS4,2015.0,4389475622588.97,JP,0.0,67.0
GC,2005.0,4755410630912.14,JP,0.0,47.0
PC,2011.0,6157459594823.72,JP,0.0,70.0
PSV,2012.0,6203213121334.12,JP,0.06,68.0
PS2,2005.0,4755410630912.14,JP,0.0,68.0
PS,2000.0,4887519660744.86,JP,0.0,57.0
XB,2004.0,4815148854362.11,JP,0.0,38.0
3DS,2014.0,4850413536037.84,JP,0.06,65.0
XB,2005.0,4755410630912.14,JP,0.0,55.0
PS2,2006.0,4530377224970.4,JP,0.0,27.0
DS,2008.0,5037908465114.48,JP,0.0,59.0
DS,2009.0,5231382674593.7,JP,0.0,54.0
PC,2014.0,4850413536037.84,JP,0.0,68.0
WiiU,2013.0,5155717056270.83,JP,0.0,76.0
PS2,2001.0,4303544259842.72,JP,0.0,79.0
X360,2014.0,4850413536037.84,JP,0.0,48.0
PSV,2015.0,4389475622588.97,JP,0.04,76.0
PC,2008.0,5037908465114.48,JP,0.0,80.0
PS2,2008.0,5037908465114.48,JP,0.0,47.0
PS2,2003.0,4445658071221.86,JP,0.0,61.0
PS4,2015.0,4389475622588.97,JP,0.0,64.0
XB,2005.0,4755410630912.14,JP,0.0,71.0
DS,2009.0,5231382674593.7,JP,0.0,65.0
PS4,2016.0,4926667087367.51,JP,0.0,60.0
DS,2007.0,4515264514430.57,JP,0.03,72.0
XB,2005.0,4755410630912.14,JP,0.0,77.0
XB,2003.0,4445658071221.86,JP,0.0,55.0
PC,2010.0,5700098114744.41,JP,0.0,81.0
PC,2011.0,6157459594823.72,JP,0.0,75.0
GBA,2002.0,4115116279069.77,JP,0.0,55.0
DS,2008.0,5037908465114.48,JP,0.0,66.0
